ltr,tbl,dy,de,bm,tms,dfy,dfr,infl,ntis,ret
-0.0068,0.0663,0.035419,0.563055,0.690327,-0.0002,0.0079,0.0023,0.005263,0.035842,0.002806
-0.0413,0.0651,0.035405,0.567342,0.736751,0.0048,0.0087,0.0163,0.007853,0.035712,-0.088831
-0.0468,0.0684,0.038968,0.571686,0.774228,0.0059,0.0087,0.0305,0.002597,0.038661,-0.054689
0.0486,0.0668,0.041541,0.576087,0.793381,0.0041,0.0077,-0.0485,0.005181,0.042291,-0.049032
0.0319,0.0645,0.043775,0.582316,0.738708,0.0042,0.0096,0.0237,0.005155,0.043074,0.075523
-0.0019,0.0641,0.040829,0.588671,0.709278,0.0053,0.0131,0.0119,0,0.038729,0.049778
0.0228,0.0612,0.039132,0.595149,0.712915,0.0068,0.013,-0.0089,0.005128,0.037942,0.034702
-0.0109,0.0591,0.037684,0.600631,0.717698,0.0102,0.013,0.0013,0.005102,0.036962,-0.009032
0.0791,0.0528,0.037918,0.606274,0.68292,0.0109,0.0133,-0.0207,0.005076,0.035225,0.054387
-0.0084,0.0487,0.036009,0.612086,0.646426,0.0161,0.0148,0.0456,0.005051,0.031462,0.058684
0.0506,0.0444,0.033966,0.606589,0.62441,0.0168,0.0138,0.0026,0,0.030593,0.042828
-0.0163,0.037,0.032541,0.601156,0.61707,0.0259,0.0131,-0.0203,0.002513,0.025801,0.013317
0.0526,0.0338,0.032145,0.595785,0.633811,0.0255,0.0125,-0.0268,0.002506,0.026399,0.039068
-0.0283,0.0386,0.030971,0.591372,0.608654,0.0233,0.012,0.0047,0.0025,0.026557,0.036965
-0.0006,0.0414,0.029854,0.58701,0.63141,0.021,0.0109,-0.0155,0.004988,0.029723,-0.03715
-0.0159,0.0475,0.031115,0.582707,0.643221,0.0166,0.0111,0.0266,0.007444,0.027278,0.002439
0.003,0.054,0.03106,0.578096,0.667731,0.0103,0.0112,-0.0055,0.002463,0.025796,-0.040827
0.0471,0.0494,0.032364,0.573547,0.638258,0.0116,0.0117,0.0083,0.002457,0.026782,0.042036
0.0204,0.0469,0.031203,0.569061,0.646085,0.0129,0.0115,-0.0306,0,0.027934,-0.005038
0.0167,0.0446,0.031354,0.558574,0.683194,0.0142,0.0109,0.0115,0.002451,0.029244,-0.040129
-0.0047,0.0422,0.032651,0.548426,0.689489,0.0174,0.0112,0.0076,0,0.029452,0.002898
0.0044,0.0401,0.032663,0.538596,0.6439,0.0196,0.0113,0.0179,0.00489,0.034023,0.08788
-0.0063,0.0338,0.030072,0.535154,0.635357,0.0268,0.0104,0.003,0,0.033075,0.019088
0.0088,0.032,0.029536,0.531756,0.617586,0.0282,0.0096,0.0019,0.004866,0.03303,0.030221
-0.0082,0.0373,0.028807,0.528399,0.645902,0.024,0.01,0.0106,0.002421,0.031723,0.007315
0.0027,0.0371,0.028638,0.523593,0.636784,0.0244,0.0094,0.0008,0.002415,0.032492,0.005476
0.027,0.0369,0.028513,0.518873,0.632442,0.0228,0.0093,-0.0107,0.00241,0.030657,0.022019
-0.0065,0.0391,0.028029,0.514238,0.654015,0.0216,0.0097,-0.0003,0.002404,0.034199,-0.020156
0.0216,0.0398,0.028685,0.509955,0.65705,0.0195,0.0102,-0.0186,0.004796,0.033325,0.003245
0.0029,0.0402,0.02865,0.505754,0.630467,0.0193,0.01,0.0043,0.002387,0.031849,0.039425
-0.0083,0.0466,0.027725,0.501629,0.637385,0.014,0.0087,0.0114,0.002381,0.03287,-0.003277
0.0234,0.0474,0.028072,0.497861,0.635884,0.0117,0.0085,-0.0133,0.004751,0.032353,0.010878
0.0226,0.0478,0.028022,0.494205,0.596733,0.0099,0.0087,0.0023,0.002364,0.030952,0.050297
-0.0229,0.0507,0.026999,0.490654,0.595675,0.0092,0.0085,0.0225,0.002358,0.034203,0.013663
-0.0321,0.0541,0.02674,0.482179,0.608196,0.0144,0.0075,0.0267,0.002353,0.035647,-0.016752
0.0014,0.056,0.027263,0.474026,0.636184,0.0128,0.0075,0.0009,0.007042,0.0363,-0.033818
0.0082,0.0609,0.028385,0.466176,0.676018,0.0077,0.0074,-0.0037,0.009324,0.036706,-0.001093
0.0046,0.0626,0.028575,0.458954,0.69772,0.0061,0.0083,0.0015,0.006928,0.037833,-0.040064
-0.0105,0.0636,0.029946,0.452022,0.713216,0.0067,0.0077,0.0066,0.006881,0.039602,-0.01395
-0.0021,0.0719,0.030681,0.445367,0.720974,-0.0009,0.0076,-0.0035,0.006834,0.039013,-0.005178
-0.0433,0.0801,0.031044,0.438375,0.693977,-0.0041,0.0079,-0.0043,0.002262,0.03735,0.039128
0.0391,0.0867,0.030062,0.431667,0.724337,-0.0139,0.0085,-0.0035,0.018059,0.037389,-0.031544
0.0318,0.0829,0.031367,0.425228,0.678809,-0.0126,0.01,0.0038,0.002217,0.034361,0.042219
0.0215,0.0722,0.030496,0.421411,0.672082,-0.0033,0.0081,-0.0281,0.00885,0.03466,0.000312
-0.0183,0.0783,0.030874,0.417742,0.781879,-0.0071,0.0075,0.0261,0.006579,0.038736,-0.10722
-0.0082,0.0745,0.035223,0.414216,0.755588,-0.0019,0.008,-0.0007,0.006536,0.013007,0.017971
-0.0083,0.0777,0.034854,0.41329,0.751446,-0.0037,0.0065,0.003,0.008658,0.011627,-0.00812
-0.0024,0.0712,0.035415,0.41238,0.747098,0.0036,0.0068,0.0033,0.012876,0.010919,0.001992
-0.0292,0.0796,0.035751,0.411483,0.815184,-0.0013,0.0061,-0.0015,0.012712,0.0104,-0.021818
-0.0253,0.0833,0.036816,0.407698,0.824858,-0.0017,0.0062,-0.0088,0.004184,0.009657,-0.037649
0.0123,0.0823,0.038534,0.404025,0.860416,-0.0013,0.0068,-0.0018,0.0125,0.009247,-0.026896
0.0045,0.079,0.040101,0.400458,0.860159,0.0022,0.008,-0.033,0.00823,0.008028,-0.012816
-0.0029,0.0755,0.041047,0.39827,0.911239,0.0068,0.0076,-0.0182,0.008163,0.006839,-0.076698
-0.0232,0.0896,0.044887,0.396142,1.017124,-0.0041,0.0077,-0.0036,0.012146,0.006555,-0.082177
0.0247,0.0806,0.049757,0.394072,1.13544,0.0031,0.0094,-0.0073,0.012,0.005137,-0.117511
0.0489,0.0746,0.056552,0.397639,1.037084,0.0049,0.0121,0.0396,0.009881,0.003638,0.168113
0.0295,0.0747,0.048669,0.401265,1.115637,0.0024,0.0171,-0.0178,0.007828,0.007815,-0.045688
0.0171,0.0715,0.051451,0.404949,1.120018,0.0045,0.0174,-0.0246,0.007767,0.008772,-0.018021
0.0225,0.0626,0.052849,0.414411,0.98083,0.017,0.0198,0.0371,0.003854,0.00851,0.12361
0.0131,0.055,0.047372,0.424196,0.933902,0.0238,0.0203,0.0006,0.007678,0.011652,0.06746
-0.0267,0.0549,0.044981,0.43432,0.972466,0.0275,0.0181,0.002,0.00381,0.020467,0.024014
-0.0182,0.0561,0.044186,0.444489,0.909489,0.0291,0.0163,0.013,0.003795,0.022496,0.049424
0.0212,0.0523,0.042344,0.455068,0.897524,0.0313,0.0179,-0.0106,0.005671,0.022954,0.051193
0.0292,0.0534,0.040702,0.46608,0.849839,0.0279,0.0185,0.0012,0.007519,0.022962,0.04622
-0.0087,0.0613,0.038975,0.470017,0.898366,0.0216,0.0171,0.0057,0.011194,0.025628,-0.065504
-0.0068,0.0644,0.041803,0.47402,0.894247,0.02,0.0164,-0.0107,0.001845,0.026366,-0.015663
-0.0098,0.0642,0.042703,0.478093,0.940948,0.022,0.0166,-0.0028,0.005525,0.02792,-0.03225
0.0475,0.0596,0.044116,0.472743,0.893498,0.0223,0.0176,0.0078,0.005495,0.025898,0.064855
-0.0109,0.0548,0.041442,0.467483,0.867928,0.029,0.0178,0.0021,0.007286,0.024622,0.030089
0.039,0.0544,0.040333,0.462312,0.876339,0.0261,0.0177,0.0052,0.003617,0.023712,-0.010485
0.009,0.0487,0.04084,0.449552,0.765934,0.0315,0.0181,0.0098,0.001802,0.021852,0.120143
0.0062,0.0488,0.036552,0.4375,0.768037,0.0314,0.0169,-0.0001,0.003597,0.022233,-0.005756
0.0166,0.05,0.037007,0.426097,0.784031,0.0292,0.016,0.0001,0.001792,0.015072,0.03264
0.0018,0.0486,0.036132,0.419269,0.786076,0.0311,0.0154,-0.0033,0.003578,0.014239,-0.00961
-0.0158,0.052,0.036764,0.41274,0.803503,0.0301,0.0128,0.0055,0.00713,0.014148,-0.008116
0.0208,0.0541,0.037532,0.406486,0.781428,0.0266,0.0127,-0.0058,0.00531,0.018925,0.043959
0.0078,0.0523,0.036344,0.405348,0.795824,0.0282,0.0126,0.0071,0.005282,0.018843,-0.007202
0.0211,0.0514,0.03693,0.404233,0.804732,0.0276,0.0119,0.002,0.005254,0.02063,0.001599
0.0145,0.0508,0.037411,0.403141,0.791363,0.0273,0.0102,0.0022,0.003484,0.023783,0.024421
0.0084,0.0492,0.037217,0.405033,0.81208,0.0287,0.0097,-0.0014,0.005208,0.025569,-0.020211
0.0339,0.0475,0.038711,0.406877,0.827263,0.0274,0.0098,-0.002,0.001727,0.027895,-0.001041
0.0327,0.0435,0.039667,0.408678,0.779973,0.0286,0.0114,0.002,0.003448,0.028567,0.053775
-0.0388,0.0462,0.038123,0.411037,0.821065,0.0302,0.0112,0.0085,0.005155,0.0296,-0.049654
-0.0049,0.0467,0.040609,0.41337,0.836804,0.0308,0.0108,0.0029,0.010256,0.02797,-0.015638
0.0091,0.046,0.041976,0.415675,0.86843,0.0312,0.0102,0.0003,0.006768,0.030338,-0.012502
0.0071,0.0454,0.043148,0.416614,0.86115,0.0317,0.0103,0.0029,0.008403,0.03114,0.000641
0.0125,0.0496,0.043715,0.417527,0.888211,0.0269,0.0096,-0.0019,0.005,0.035315,-0.015064
0.0164,0.0502,0.04536,0.418426,0.871112,0.0252,0.0096,0.0011,0.006633,0.031941,0.047776
-0.007,0.0519,0.043856,0.419016,0.896783,0.0249,0.0093,0.0065,0.004942,0.033182,-0.015453
0.0198,0.0549,0.045051,0.419599,0.926534,0.0205,0.0084,-0.0062,0.003279,0.03375,-0.01231
-0.0029,0.0581,0.046502,0.420168,0.942263,0.0183,0.0088,0.0007,0.003268,0.032368,-0.000825
-0.0093,0.0616,0.047205,0.423089,0.975377,0.0165,0.0085,0.0055,0.003257,0.032775,-0.041984
0.0093,0.061,0.04996,0.425977,0.962034,0.0167,0.0087,-0.0032,0.00487,0.029217,0.036752
-0.0168,0.0607,0.049246,0.428834,0.960333,0.0196,0.008,0.0063,0.003231,0.030475,0.00557
-0.008,0.0644,0.049562,0.432416,1.036731,0.0172,0.0076,-0.0009,0.006441,0.028814,-0.060643
0.0004,0.0645,0.053296,0.435992,1.075567,0.0177,0.0073,0.0047,0.0064,0.031169,-0.01626
-0.0021,0.0629,0.055147,0.43956,1.111493,0.0202,0.0075,0.0063,0.007949,0.02757,0.026925
-0.0005,0.0629,0.054217,0.438768,1.00535,0.0209,0.0076,-0.0018,0.007886,0.022946,0.088964
-0.0058,0.0641,0.050329,0.437985,1.001416,0.0211,0.008,-0.005,0.00939,0.016559,0.013719
-0.0062,0.0673,0.050494,0.437222,1.027902,0.0192,0.0084,0.0085,0.010853,0.016523,-0.016578
0.0143,0.0701,0.051781,0.436087,0.97626,0.0157,0.0072,-0.0042,0.007669,0.014671,0.056974
0.0218,0.0708,0.049497,0.434971,0.96006,0.0135,0.0079,0.0039,0.004566,0.012003,0.033641
-0.0106,0.0785,0.048601,0.433881,0.972258,0.0075,0.0073,0.0058,0.007576,0.012704,-0.005163
-0.02,0.0799,0.049119,0.425995,1.062275,0.009,0.007,-0.0005,0.009023,0.014351,-0.08957
0.0189,0.0864,0.054249,0.418436,1.053527,0.0013,0.008,-0.0055,0.004471,0.014089,0.026771
-0.013,0.0908,0.053537,0.411192,1.045701,-0.001,0.0078,-0.0003,0.004451,0.014851,0.016627
0.0191,0.0935,0.053203,0.40411,1.003074,-0.0049,0.0088,-0.0007,0.008863,0.014388,0.042697
-0.0135,0.0932,0.051603,0.397379,1.040775,-0.0024,0.0082,0.0007,0.011713,0.012228,-0.028649
0.0129,0.0948,0.054009,0.390977,1.033079,-0.0046,0.0089,-0.0023,0.01013,0.01167,0.057361
-0.0112,0.0946,0.051646,0.387875,1.041876,-0.0024,0.0095,0.006,0.011461,0.01157,0.004183
0.0261,0.0961,0.052018,0.384877,1.083142,-0.0058,0.0097,-0.0033,0.012748,0.014183,-0.016818
0.0311,0.0906,0.053896,0.381974,1.057864,-0.0029,0.0109,-0.0042,0.011189,0.012068,0.040324
-0.0085,0.0924,0.052441,0.380136,1.052314,-0.0029,0.0109,0.0054,0.011065,0.009678,0.012051
-0.0035,0.0952,0.052532,0.378354,1.003459,-0.0045,0.0112,0.0041,0.009576,0.011569,0.061865
-0.0122,0.1026,0.050402,0.376623,1.013795,-0.0099,0.011,-0.0057,0.01084,0.009404,0.001416
-0.0841,0.117,0.050829,0.377833,1.091946,-0.0136,0.0127,-0.0049,0.008043,0.01021,-0.06556
0.0311,0.1179,0.055032,0.379031,1.083115,-0.017,0.0123,-0.0089,0.009309,0.010779,0.052777
0.0057,0.1204,0.053222,0.380215,1.06195,-0.0192,0.0132,-0.0165,0.01054,0.010514,0.01834
-0.0741,0.12,0.052807,0.379916,1.016955,-0.0086,0.0133,0.0096,0.014342,0.011297,0.061308
-0.0467,0.1286,0.050368,0.379621,1.03193,-0.01,0.0119,-0.0198,0.014139,0.010827,0.002611
-0.0315,0.152,0.051029,0.379333,1.093732,-0.0281,0.0149,0.0253,0.015209,0.011877,-0.097518
0.1523,0.132,0.05727,0.385326,1.05182,-0.0244,0.0215,-0.0147,0.011236,0.015347,0.042394
0.0419,0.0858,0.055446,0.391409,1.010049,0.0179,0.0218,0.0141,0.009877,0.015052,0.05556
0.0359,0.0707,0.053398,0.39759,0.990183,0.0299,0.0213,-0.0018,0.011002,0.015304,0.029722
-0.0476,0.0806,0.052375,0.403189,0.91883,0.0268,0.0158,0.0047,0,0.020154,0.0682
-0.0432,0.0913,0.049533,0.408865,0.92152,0.0227,0.0151,-0.0013,0.007255,0.01995,0.013454
-0.0262,0.1027,0.0496,0.414617,0.921688,0.0158,0.0168,0.0025,0.008403,0.023796,0.027935
-0.0263,0.1162,0.048621,0.414966,0.929594,0.0069,0.0192,0.0104,0.009524,0.022769,0.017809
0.01,0.1373,0.04809,0.415312,0.865162,-0.0143,0.0167,-0.0083,0.008255,0.021949,0.10991
0.0352,0.1549,0.043837,0.415655,0.891503,-0.035,0.0193,-0.0104,0.009357,0.026816,-0.030634
-0.0115,0.1502,0.045669,0.420624,0.907239,-0.0291,0.0222,-0.0015,0.008111,0.028695,-0.04337
-0.0435,0.1479,0.048167,0.425648,0.881816,-0.0196,0.0202,0.0166,0.010345,0.030009,0.021267
0.0384,0.1336,0.04784,0.430727,0.924921,-0.0088,0.0201,-0.0073,0.006826,0.027939,0.038285
-0.0518,0.1369,0.046446,0.429025,0.930594,-0.0037,0.0168,-0.0251,0.00678,0.027352,-0.020211
0.0622,0.163,0.047838,0.427353,0.936224,-0.0365,0.0163,-0.0027,0.007856,0.028845,0.006539
-0.0179,0.1473,0.048194,0.425716,0.950475,-0.0169,0.0205,0.0202,0.008909,0.027893,-0.008255
-0.0353,0.1495,0.049031,0.426141,0.974967,-0.0125,0.0179,-0.0019,0.011038,0.02559,0.000714
-0.0386,0.1551,0.04947,0.426565,1.053354,-0.0106,0.0145,0.0041,0.007642,0.026992,-0.05554
-0.0145,0.147,0.053099,0.426981,1.092379,0.0012,0.0143,-0.0054,0.009751,0.021483,-0.050466
0.0829,0.1354,0.056435,0.428541,1.089086,0.003,0.0171,-0.0308,0.002146,0.014897,0.052115
0.141,0.1086,0.054092,0.430093,1.044455,0.0134,0.0217,-0.0143,0.003212,0.015673,0.043827
-0.0713,0.1085,0.052473,0.431641,1.061143,0.0249,0.0232,0.0133,0.003202,0.01191,-0.027059
0.0046,0.1228,0.054345,0.438831,1.065894,0.0187,0.0192,-0.0175,0.003191,0.0107,-0.015367
0.0182,0.1348,0.055565,0.446199,1.126287,0.0054,0.0191,0.013,0.003181,0.010506,-0.050441
0.0231,0.1268,0.059411,0.453747,1.185751,0.0119,0.0224,0.0075,-0.001057,0.005548,-0.006805
0.0373,0.127,0.060289,0.462433,1.149983,0.0078,0.0232,-0.0035,0.004233,0.002924,0.04155
0.0034,0.1209,0.058227,0.47138,1.190424,0.0149,0.0238,0.0211,0.009484,-0.000958,-0.029505
-0.0223,0.1247,0.060869,0.480593,1.201581,0.0165,0.0211,-0.0245,0.012526,0.001213,-0.015779
0.0501,0.1135,0.062251,0.488543,1.20653,0.0217,0.0219,0.0039,0.005155,-0.011552,-0.020199
0.0781,0.0868,0.06384,0.496732,1.082424,0.0386,0.0261,0.0056,0.002051,-0.002858,0.127402
0.0618,0.0792,0.057317,0.505162,1.088536,0.0391,0.0269,0.0005,0.002047,0.000551,0.010496
0.0634,0.0771,0.05694,0.517356,0.983745,0.0341,0.0261,0.0125,0.003064,0.006558,0.113863
-0.0002,0.0807,0.05133,0.530122,0.938727,0.0318,0.0262,0.0203,-0.002037,0.000958,0.045754
0.0312,0.0794,0.049589,0.543513,0.932215,0.0301,0.0231,-0.0204,-0.004082,0.00299,0.016835
-0.0309,0.0786,0.048943,0.547744,0.906944,0.0327,0.0215,0.0215,0.002049,0.002195,0.035293
0.0492,0.0811,0.047465,0.552029,0.876849,0.0249,0.0194,-0.0064,0.001022,0.000356,0.025733
-0.0094,0.0835,0.04667,0.556361,0.780068,0.0248,0.0188,0.0166,0,0.005994,0.03547
0.035,0.0821,0.045241,0.554634,0.718888,0.023,0.0178,0.0198,0.00715,0.006627,0.075719
-0.0386,0.0819,0.042148,0.552927,0.734596,0.0293,0.0163,0.0062,0.006085,0.010429,-0.005687
0.0039,0.0879,0.042737,0.551231,0.721382,0.024,0.0163,-0.0085,0.003024,0.015827,0.03697
-0.0486,0.0908,0.041401,0.542618,0.735061,0.029,0.0124,0.0031,0.00402,0.02538,-0.031238
0.002,0.0934,0.042938,0.534321,0.724822,0.0276,0.0113,0.0031,0.003003,0.019475,0.015864
0.0505,0.09,0.042579,0.526316,0.714848,0.0257,0.0118,-0.0113,0.00499,0.023178,0.014105
-0.0132,0.0864,0.042332,0.519076,0.719474,0.0324,0.0121,0.0107,0.002979,0.024744,-0.013108
0.0183,0.0876,0.043167,0.512088,0.69082,0.03,0.012,-0.0041,0.00198,0.026637,0.023846
-0.0059,0.09,0.042608,0.505346,0.700359,0.0297,0.0118,0.0026,0.000988,0.027057,-0.005749
0.0244,0.089,0.04317,0.493075,0.722198,0.029,0.0145,0.0026,0.005923,0.030736,-0.003898
-0.0178,0.0909,0.043755,0.481481,0.763448,0.0308,0.0151,0.0006,0.004907,0.026702,-0.034034
-0.0156,0.0952,0.045715,0.470511,0.762475,0.0301,0.0142,-0.0079,0.001953,0.024105,0.017295
-0.0105,0.0969,0.045378,0.463828,0.758659,0.0315,0.015,0.0032,0.004873,0.022682,0.006781
-0.0516,0.0983,0.045402,0.457406,0.80391,0.0398,0.0146,0.0033,0.00291,0.021514,-0.053131
0.015,0.0987,0.048555,0.451235,0.784352,0.0387,0.015,0.0049,0.002901,0.001304,0.022937
0.0693,0.1012,0.047874,0.449346,0.796392,0.0281,0.0171,-0.0107,0.003857,-0.001862,-0.013765
0.0266,0.1047,0.04883,0.447486,0.725428,0.0223,0.0176,0.0041,0.003842,-0.003101,0.112438
0.0342,0.1037,0.044276,0.445652,0.736051,0.0198,0.0169,-0.0028,0.004785,-0.009493,-0.000064
0.0561,0.0974,0.044732,0.447949,0.735642,0.0199,0.0131,0.0011,0.002857,-0.013528,0.003331
0.0118,0.0861,0.045036,0.450242,0.747052,0.0308,0.0119,0.0094,0,-0.021877,-0.009841
0.0091,0.0806,0.046033,0.452524,0.733098,0.0364,0.0127,0.0037,0,-0.027197,0.025556
0.0364,0.0776,0.045284,0.457418,0.690255,0.0351,0.0118,-0.0039,0.001899,-0.029905,0.076868
-0.0493,0.0827,0.042402,0.462365,0.691739,0.0382,0.011,0.012,0.004739,-0.024519,0.014166
0.0307,0.0852,0.042276,0.467358,0.723646,0.0329,0.0113,-0.0128,0.003774,-0.024816,-0.000636
0.0242,0.0795,0.042548,0.476545,0.728662,0.0367,0.0128,0.0054,0.004699,-0.022412,-0.003704
0.0896,0.0748,0.042892,0.486032,0.696893,0.0314,0.0143,-0.0076,0.003742,-0.025481,0.06274
0.0142,0.0695,0.040834,0.495836,0.68643,0.036,0.0146,-0.0059,0.002796,-0.026608,0.016065
-0.018,0.0708,0.040518,0.502046,0.680322,0.0383,0.0146,0.0059,0.001859,-0.024639,-0.003321
0.0259,0.0714,0.04089,0.508356,0.687176,0.0354,0.0145,0.0001,0.001855,-0.024227,-0.006473
-0.0021,0.071,0.041563,0.514773,0.689959,0.0372,0.0141,0.0092,0.002778,-0.031294,-0.033248
0.0338,0.0716,0.043168,0.523187,0.667026,0.0335,0.0134,-0.0009,0.003693,-0.027069,0.045079
0.0401,0.0724,0.041513,0.531832,0.622703,0.0287,0.0144,-0.0031,0.00276,-0.027716,0.071887
0.0541,0.071,0.039076,0.540726,0.592693,0.0246,0.0142,-0.0072,0.002752,-0.019465,0.048156
-0.0025,0.0707,0.03758,0.544582,0.583517,0.0251,0.0139,0.007,0.002745,-0.019172,0.004706
0.1145,0.0706,0.037681,0.548454,0.536377,0.0135,0.0144,-0.0393,-0.002737,-0.017914,0.076525
0.077,0.0656,0.035343,0.552342,0.519628,0.011,0.015,-0.0514,-0.004575,-0.01642,0.055832
-0.008,0.0606,0.033682,0.551773,0.529714,0.0176,0.014,0.0096,-0.001838,-0.024585,-0.013348
-0.0505,0.0615,0.034279,0.551205,0.503541,0.0233,0.012,0.0341,0.002762,-0.021872,0.055326
0.0613,0.0621,0.032747,0.550646,0.499281,0.0169,0.0121,-0.0395,0.00551,-0.012293,0.015744
-0.0108,0.0583,0.032464,0.55184,0.532301,0.0226,0.0128,0.0139,0,-0.011286,-0.057541
0.0499,0.0553,0.034672,0.55303,0.497803,0.021,0.0146,-0.0224,0.001826,-0.009677,0.074417
-0.05,0.0521,0.032539,0.554209,0.534629,0.0306,0.0131,0.0386,0.004558,-0.005139,-0.083243
0.0289,0.0518,0.03565,0.559981,0.503246,0.0285,0.0138,-0.01,0.000907,-0.008025,0.056538
0.0267,0.0535,0.033869,0.565854,0.493671,0.0244,0.0139,-0.0034,0.000907,-0.002124,0.024876
-0.0018,0.0553,0.033224,0.571823,0.498431,0.0236,0.0148,0.0135,0.000906,-0.011376,-0.027513
0.0161,0.0543,0.034273,0.565137,0.437897,0.0235,0.0136,0.0055,0.006335,-0.005841,0.135183
0.0202,0.0559,0.030356,0.55864,0.424912,0.0204,0.0127,-0.0144,0.003597,-0.004506,0.041778
-0.0223,0.0559,0.029346,0.552318,0.42804,0.0236,0.0125,0.0136,0.00448,-0.002217,0.026336
-0.0473,0.0564,0.028797,0.56477,0.431472,0.0295,0.0119,-0.0029,0.005352,0.004493,-0.009045
-0.0105,0.0566,0.029338,0.577605,0.430491,0.0314,0.0118,0.0053,0.003549,0.006941,0.009128
0.0098,0.0567,0.029369,0.590846,0.407892,0.031,0.012,0.0057,0.003537,0.005202,0.05014
-0.0178,0.0569,0.02818,0.574944,0.383543,0.0338,0.0119,0.0059,0.002643,0.001882,0.049843
-0.0165,0.0604,0.02703,0.560034,0.370454,0.0332,0.0113,0.009,0.005272,0.001997,0.039108
-0.0369,0.064,0.026258,0.546028,0.379967,0.0352,0.0113,-0.0053,0.005245,0.00635,-0.02194
0.0623,0.0613,0.027064,0.530881,0.494851,0.0313,0.011,-0.0116,0.002609,0.010478,-0.215795
0.0037,0.0569,0.034791,0.516714,0.538027,0.0362,0.0122,0.0088,0.000867,0.009898,-0.081874
0.0165,0.0577,0.038254,0.503429,0.508812,0.0343,0.0118,0.0047,0,0.013275,0.073922
0.0666,0.0581,0.035845,0.495803,0.503774,0.0271,0.0119,-0.0149,0.0026,0.008423,0.042712
0.0052,0.0566,0.034634,0.488477,0.476197,0.0288,0.0122,0.0086,0.002593,0.008792,0.047445
-0.0307,0.057,0.033418,0.481442,0.50753,0.0331,0.0118,0.0119,0.00431,0.00608,-0.030847
-0.016,0.0591,0.034931,0.461003,0.496474,0.0338,0.0123,0.0011,0.00515,0.005064,0.010516
-0.0102,0.0626,0.034962,0.442596,0.49677,0.0326,0.0114,0.0045,0.003416,0.001347,0.008012
0.0368,0.0646,0.035208,0.425934,0.471119,0.0271,0.0114,0.0011,0.004255,-0.005398,0.047676
-0.017,0.0673,0.034028,0.422582,0.473992,0.0274,0.0115,0.0059,0.004237,-0.002823,-0.004458
0.0058,0.0706,0.034495,0.419336,0.496641,0.0244,0.011,-0.0004,0.004219,-0.00624,-0.032488
0.0345,0.0724,0.036173,0.41619,0.47754,0.0193,0.0108,-0.0019,0.006723,-0.010002,0.042739
0.0308,0.0735,0.035146,0.414246,0.469597,0.0154,0.009,-0.0035,0.003339,-0.010462,0.026891
-0.0196,0.0776,0.034603,0.412359,0.477179,0.0147,0.0103,0.0027,0.000832,-0.007765,-0.014355
0.011,0.0807,0.035623,0.410526,0.465284,0.0111,0.0108,-0.0071,0.001663,-0.021406,0.018553
0.0203,0.0827,0.035421,0.407273,0.430769,0.0076,0.0103,-0.0001,0.004979,-0.022361,0.072303
-0.0179,0.0853,0.033361,0.404127,0.446778,0.0082,0.0097,0.005,0.004129,-0.024823,-0.025031
0.0122,0.0882,0.034657,0.401082,0.468691,0.0047,0.0087,-0.0058,0.005757,-0.023102,0.023038
0.0159,0.0865,0.034354,0.404445,0.444435,0.0053,0.0082,0.0054,0.006541,-0.022802,0.051707
0.0401,0.0843,0.0331,0.407785,0.433442,0.0035,0.0089,-0.0022,0.005686,-0.027714,0.041022
0.055,0.0815,0.032347,0.411102,0.440563,0.0006,0.0093,-0.0155,0.002423,-0.023948,-0.005611
0.0238,0.0788,0.032989,0.424524,0.404035,0.0013,0.0094,-0.006,0.002417,-0.028536,0.090053
-0.0259,0.079,0.030663,0.438512,0.392727,0.0051,0.0092,0.0096,0.001608,-0.024822,0.019853
0.0019,0.0775,0.030542,0.453103,0.39921,0.0072,0.009,0.0021,0.00321,-0.025747,-0.004004
0.0379,0.0764,0.03105,0.462961,0.406415,0.0046,0.0089,-0.0103,0.0048,-0.024351,-0.023639
0.0078,0.0769,0.032166,0.473052,0.397226,0.0039,0.0092,-0.0008,0.002389,-0.027033,0.020479
-0.0006,0.0763,0.031952,0.483384,0.390455,0.0053,0.0096,0.0012,0.001589,-0.012334,0.022657
-0.0343,0.0764,0.03153,0.495891,0.414971,0.0101,0.0095,0.0152,0.010309,-0.013897,-0.067661
-0.0025,0.0774,0.034126,0.508851,0.409173,0.0102,0.0092,0.0013,0.00471,-0.011729,0.013381
-0.0044,0.079,0.034102,0.522289,0.471334,0.0099,0.0084,0.0033,0.005469,-0.010291,0.026588
-0.0202,0.0777,0.033632,0.530944,0.480284,0.0147,0.0084,0.0011,0.001554,-0.010149,-0.024504
0.0415,0.0774,0.034909,0.53971,0.44357,0.0109,0.0094,-0.003,0.002327,-0.002262,0.097419
0.023,0.0773,0.032287,0.548589,0.442949,0.0091,0.0096,-0.0014,0.005418,-0.000507,-0.006754
0.0107,0.0762,0.032736,0.547152,0.439212,0.0098,0.0096,-0.0005,0.003849,0.004885,-0.004454
-0.0419,0.0745,0.033068,0.545737,0.488074,0.0175,0.01,0.0127,0.009202,0.001439,-0.090801
0.0117,0.0736,0.036688,0.544342,0.52029,0.0178,0.0108,-0.0026,0.008359,0.001373,-0.048959
0.0215,0.0717,0.038941,0.551589,0.522452,0.0181,0.0121,-0.0083,0.006029,-0.000471,-0.003597
