ltr,tbl,dy,de,bm,tms,dfy,dfr,infl,ntis,ret
0.0704,0.0001,0.020659,0.289503,0.399923,0.0264,0.0118,-0.0129,0.001518,0.013049,-0.070238
-0.0306,0.0002,0.022623,0.294305,0.365078,0.0289,0.0139,0.04,-0.002063,0.007893,0.109014
0.0251,0.0001,0.020753,0.299107,0.36233,0.0272,0.0127,-0.0607,-0.000844,-0.00434,-0.002727
0.027,0.0001,0.021192,0.30391,0.357233,0.0254,0.0132,0.0242,-0.002467,-0.006497,0.009427
0.0002,0.0003,0.021258,0.305605,0.345487,0.0246,0.0138,0.0192,0.0044,-0.013062,0.045205
-0.0196,0.0009,0.020606,0.307279,0.336974,0.0263,0.0129,0.0253,0.004403,-0.014466,0.043341
-0.0302,0.0008,0.020029,0.308934,0.346182,0.0289,0.0124,-0.0001,0.007595,-0.013775,0.032866
0.0409,0.0008,0.019649,0.313306,0.34614,0.026,0.0123,-0.0158,0.003021,-0.012414,-0.006034
0.0643,0.0009,0.020028,0.317698,0.369047,0.0212,0.0127,-0.0299,-0.001173,-0.015271,-0.05979
-0.0136,0.0009,0.021613,0.322111,0.355104,0.0224,0.0138,0.02,-0.001466,-0.019043,0.041465
0.0247,0.001,0.021101,0.328696,0.351594,0.0206,0.0147,0.0365,-0.00163,-0.020321,0.014363
-0.0068,0.001,0.021146,0.335352,0.349387,0.0213,0.0143,-0.0025,0.005565,-0.019783,0.022744
-0.0146,0.0011,0.021037,0.342081,0.340383,0.0224,0.0135,0.002,0.004462,-0.017425,0.02512
-0.0014,0.001,0.020922,0.348453,0.349237,0.0228,0.0111,0.022,-0.000389,-0.015713,-0.017837
0.0144,0.0009,0.021736,0.354824,0.351138,0.0219,0.0101,-0.0236,-0.004738,-0.012094,0.005326
-0.0202,0.0007,0.022064,0.361195,0.349032,0.0239,0.0098,0.014,-0.002693,-0.011549,0.008508
-0.0332,0.0007,0.022112,0.362864,0.329984,0.0284,0.0093,0.0019,0.002957,-0.008017,0.052361
0.0114,0.001,0.021243,0.364518,0.325431,0.0275,0.0095,-0.0021,0.00819,-0.008864,0.013013
-0.0062,0.0009,0.0212,0.366157,0.34613,0.0278,0.0092,0.0044,0.002615,-0.008911,0.037584
0.0378,0.0006,0.020709,0.366023,0.340036,0.0258,0.0086,-0.0029,-0.00104,-0.008005,0.019621
-0.0629,0.0004,0.020582,0.365893,0.333833,0.0305,0.0084,0.0093,0.00178,-0.004705,0.02312
-0.0285,0.0005,0.0204,0.365765,0.338444,0.0325,0.0092,-0.0086,0.0024,0.000119,-0.013601
-0.0173,0.0004,0.020946,0.365355,0.325563,0.034,0.0098,0.0204,0.000394,0.008361,0.050672
-0.0079,0.0004,0.020184,0.364955,0.340713,0.0347,0.0088,0.0005,0.001203,0.010332,-0.029207
0.0061,0.0002,0.021068,0.364564,0.333521,0.0347,0.0083,-0.0047,0.001163,0.010119,0.03166
0.0128,0.0005,0.020576,0.359244,0.324595,0.0337,0.0078,0.0083,-0.002575,0.009623,0.046268
-0.0236,0.0007,0.019809,0.354134,0.313685,0.0354,0.0075,0.015,-0.002042,0.010325,0.030817
-0.0207,0.0007,0.019377,0.349222,0.304408,0.0371,0.0076,0.0209,-0.000086,0.012144,0.02595
0.0548,0.0004,0.019154,0.35257,0.321429,0.0338,0.007,-0.0217,0.00372,0.013765,-0.034666
0.0074,0.0005,0.020092,0.355904,0.309163,0.0334,0.0065,0.0094,0.003698,0.016576,0.045757
0.0063,0.0005,0.019483,0.359223,0.350616,0.0332,0.0068,-0.0001,0.00644,0.016416,0.008056
0.0181,0.0003,0.019554,0.360331,0.348011,0.0323,0.0066,-0.0021,0.003297,0.016623,0.006555
0.0279,0.0003,0.019638,0.361422,0.345173,0.0306,0.006,-0.0091,0.003493,0.013985,0.023309
-0.0025,0.0004,0.019433,0.362497,0.342928,0.0309,0.0055,0.0045,0.001862,0.013885,0.020635
0.0057,0.0003,0.019259,0.362767,0.34838,0.0307,0.0057,-0.0033,-0.00039,0.008437,-0.013974
0.0369,0.0003,0.019746,0.363033,0.337476,0.0284,0.0061,-0.0013,-0.001671,0.006739,0.039777
-0.017,0.0002,0.019215,0.363294,0.338576,0.0298,0.0069,-0.0101,0.000753,0.007991,-0.013928
0.03,0.0002,0.019678,0.370532,0.331808,0.028,0.0077,-0.0075,-0.002512,0.008032,0.023972
0.0286,0.0002,0.019389,0.377941,0.323662,0.0262,0.0087,-0.0113,-0.005399,0.006892,0.027631
0.029,0.0003,0.019077,0.385526,0.323756,0.0243,0.0095,-0.0107,-0.00567,0.005625,-0.002473
0.0709,0.0003,0.019378,0.393895,0.336169,0.0197,0.0099,-0.011,-0.004706,0.000191,-0.02943
-0.0523,0.0002,0.020227,0.402435,0.318227,0.0236,0.009,0.0203,0.004343,-0.003767,0.056976
0.0137,0.0003,0.01939,0.41115,0.307454,0.0227,0.009,-0.0079,0.005952,-0.006889,-0.014993
-0.025,0.0002,0.019884,0.420419,0.306344,0.0247,0.0096,0.0027,0.002033,-0.007075,0.009101
-0.0159,0.0002,0.019866,0.429967,0.30345,0.026,0.0091,-0.0045,0.005097,-0.008078,0.012522
-0.0298,0.0002,0.019807,0.439806,0.310187,0.0283,0.0094,-0.0022,0.003503,-0.008725,-0.019343
0.0329,0.0003,0.020357,0.44921,0.308953,0.026,0.0105,-0.009,0.000067,-0.008357,0.021297
0.0012,0.0007,0.020084,0.458903,0.330671,0.0257,0.0115,-0.0079,-0.001416,-0.010161,-0.060073
0.0174,0.0002,0.021555,0.468899,0.335612,0.0251,0.0127,-0.0041,-0.001557,-0.013638,-0.024547
-0.0053,0.0002,0.022293,0.479405,0.309414,0.0257,0.0139,0.0073,-0.00045,-0.016832,0.083449
-0.0065,0.0012,0.020725,0.49024,0.308429,0.0253,0.014,0.0085,-0.002111,-0.018438,0.003373
-0.0022,0.0023,0.020855,0.50142,0.313649,0.0245,0.0149,0.0022,-0.003417,-0.022252,-0.015247
0.0476,0.0026,0.021307,0.503475,0.331911,0.021,0.0145,-0.0409,0.001653,-0.020944,-0.0491
0.0294,0.0031,0.02253,0.505531,0.330902,0.0186,0.0138,-0.0062,0.000823,-0.024716,-0.001742
-0.0003,0.0029,0.022707,0.507588,0.327955,0.0189,0.0131,0.0426,0.004306,-0.02371,0.06734
-0.0053,0.0023,0.021396,0.508898,0.326321,0.02,0.0117,0.0199,0.004741,-0.024211,0.003747
0.0082,0.0027,0.021433,0.510203,0.326072,0.0192,0.0103,-0.0066,0.004046,-0.027048,0.018487
0.059,0.0027,0.021202,0.511503,0.323475,0.0152,0.0103,-0.0213,0.003284,-0.028679,0.002675
0.0081,0.003,0.021273,0.509434,0.314661,0.0145,0.0094,0.0164,-0.001618,-0.032019,0.036571
-0.014,0.003,0.020628,0.507398,0.315197,0.0156,0.0092,0.0156,0.000918,-0.030786,0.001247
-0.0124,0.0029,0.02074,0.505396,0.316794,0.0167,0.009,0.0005,0.002404,-0.032607,0.000446
-0.0314,0.0033,0.020869,0.497752,0.319688,0.0187,0.0087,0.0051,0.001247,-0.029038,-0.017944
-0.0599,0.0045,0.021389,0.490409,0.303286,0.0222,0.0085,0.0089,-0.001555,-0.027456,0.035812
-0.0057,0.0051,0.020784,0.483349,0.293479,0.0221,0.0077,0.0116,0.000327,-0.025108,0.019204
0.0043,0.0051,0.020514,0.476117,0.29198,0.0227,0.0074,-0.0064,0.005828,-0.022662,0.019384
0.0137,0.0052,0.020254,0.469168,0.278678,0.0218,0.0069,0.0075,0.003146,-0.018713,0.039459
-0.004,0.0074,0.019623,0.462483,0.281599,0.02,0.0067,-0.0022,0.000813,-0.016199,0.001664
0.0145,0.008,0.019749,0.459566,0.27787,0.0185,0.007,0.0031,0.002966,-0.015575,0.010591
0.0158,0.0089,0.019688,0.45672,0.276969,0.0167,0.007,0.0068,0.000855,-0.010186,0.014552
-0.001,0.0098,0.019578,0.453942,0.272545,0.016,0.0069,0.0118,0.000907,-0.009784,0.005798
-0.0027,0.0107,0.019616,0.452561,0.265804,0.0155,0.0069,0.0087,-0.00069,-0.013164,0.020696
0.0289,0.0101,0.019372,0.451208,0.265114,0.0141,0.0068,-0.0136,0.002994,-0.012213,0.002238
-0.0205,0.0103,0.01949,0.44988,0.259706,0.0156,0.0067,0.0168,0.005295,-0.011085,0.02005
-0.0013,0.0107,0.019222,0.448334,0.248906,0.0154,0.0072,0.0089,-0.000632,-0.012378,0.024132
0.0036,0.0123,0.018903,0.446815,0.239727,0.0137,0.007,-0.0016,0.000024,-0.012193,0.031389
0.0102,0.0132,0.01893,0.445322,0.235393,0.0122,0.0071,0.0154,-0.000588,-0.019879,0.011149
-0.0315,0.0141,0.018435,0.441131,0.222519,0.0143,0.0071,0.0072,0.005448,-0.019044,0.05806
-0.0224,0.0157,0.017581,0.437076,0.232478,0.0144,0.0069,-0.0089,0.004535,-0.01832,-0.037661
0.0259,0.017,0.018425,0.433152,0.259537,0.0115,0.0077,-0.0135,0.002261,-0.018221,-0.025459
-0.0177,0.0176,0.019059,0.427316,0.258892,0.0124,0.0082,-0.0023,0.003975,-0.018606,0.00377
0.0164,0.0186,0.019132,0.421708,0.256213,0.0103,0.0083,-0.0024,0.004159,-0.018934,0.0238
0.0007,0.019,0.018849,0.416315,0.257738,0.0101,0.0087,-0.0131,0.001594,-0.022101,0.00684
-0.0131,0.0196,0.018923,0.411135,0.246138,0.0106,0.0092,0.0232,0.000067,-0.017096,0.037144
0.0152,0.0203,0.018425,0.406169,0.240928,0.009,0.0089,-0.0094,0.000556,-0.021451,0.032938
-0.0518,0.0213,0.018038,0.401403,0.236434,0.0121,0.009,0.0398,0.001162,-0.020834,0.005138
-0.0204,0.0225,0.018123,0.402946,0.249073,0.0127,0.0093,-0.0119,0.001767,-0.021217,-0.068409
0.0505,0.0233,0.019647,0.404472,0.24495,0.0084,0.01,-0.0434,-0.003349,-0.024593,0.019752
0.0481,0.0237,0.019473,0.405984,0.268167,0.0047,0.0111,-0.0111,-0.003194,-0.019228,-0.090646
0.008,0.0237,0.021599,0.406928,0.250229,0.0034,0.0119,0.0197,0.001907,-0.019305,0.081409
-0.0091,0.0239,0.02017,0.407862,0.241382,0.0029,0.0116,0.0017,0.004227,-0.023159,0.031708
0.0447,0.024,0.01973,0.408787,0.243717,0.0017,0.0107,0.0038,0.005641,-0.023231,0.019531
-0.0126,0.0238,0.019516,0.410719,0.237629,0.0015,0.0101,0.0037,0.005295,-0.0217,0.040629
0.053,0.0235,0.018907,0.412643,0.254654,0.0005,0.0096,-0.0154,0.002129,-0.020358,-0.063187
0.0104,0.0217,0.020376,0.414558,0.237566,-0.001,0.0104,0.0233,0.000199,-0.012538,0.069561
0.0024,0.021,0.019192,0.419825,0.235229,-0.0004,0.0099,0.006,0.001671,-0.012604,0.014603
0.0797,0.0195,0.019071,0.425153,0.239336,-0.0032,0.0089,-0.0059,-0.000051,-0.010142,-0.016085
-0.0192,0.0189,0.019552,0.430546,0.23477,-0.0019,0.0088,0.0002,0.000783,-0.010838,0.018791
-0.0052,0.0165,0.019337,0.426085,0.233646,0.0006,0.0091,0.0058,0.002286,-0.013157,0.021621
-0.0059,0.0154,0.019061,0.421768,0.225274,0.0027,0.0088,0.0073,-0.000536,-0.007796,0.036206
-0.0253,0.0154,0.018542,0.417585,0.22143,0.0032,0.0087,0.0164,-0.00091,-0.007199,0.029787
0.0632,0.0152,0.018165,0.445422,0.223643,0.0024,0.0083,-0.0113,0.00388,-0.007694,0.000108
0.0588,0.0152,0.018333,0.47672,0.248698,-0.0002,0.0083,-0.0308,0.002741,-0.00556,-0.081872
0.0625,0.0029,0.020168,0.512169,0.302152,0.0058,0.0127,-0.0976,-0.002176,-0.0077,-0.121997
0.0082,0.0014,0.023066,0.538867,0.272011,0.0052,0.017,0.0265,-0.006687,-0.010538,0.12889
-0.0097,0.0013,0.020481,0.568466,0.260894,0.0054,0.0145,0.0181,0.00002,-0.014967,0.047818
0.0023,0.0016,0.019605,0.601465,0.256551,0.0057,0.012,0.0123,0.005472,-0.016845,0.020348
0.0287,0.0013,0.019161,0.600708,0.250576,0.0049,0.0117,0.0323,0.005058,-0.011998,0.05691
-0.0349,0.001,0.018076,0.599945,0.232933,0.0055,0.0102,-0.0139,0.003153,-0.008504,0.072068
0.008,0.0011,0.016813,0.599178,0.238369,0.0057,0.0105,-0.0039,0.001393,-0.005698,-0.038151
-0.0238,0.001,0.017443,0.605642,0.249883,0.0069,0.0109,0.0048,0.000415,-0.001895,-0.026409
0.0093,0.0009,0.017881,0.61229,0.223435,0.0078,0.01,0.0416,-0.000611,-0.005262,0.109404
-0.0115,0.0009,0.016092,0.619131,0.21637,0.0084,0.009,0.0115,0.000941,-0.000098,0.041572
-0.0304,0.0008,0.015459,0.550436,0.220872,0.01,0.0079,-0.0027,0.004254,0.002697,-0.010052
-0.0581,0.0004,0.015575,0.495095,0.21409,0.0122,0.0072,0.0179,0.005474,0.007014,0.026104
-0.0322,0.0003,0.015122,0.449558,0.193471,0.0158,0.007,-0.0008,0.007083,0.015718,0.043314
0.0238,0.0002,0.014526,0.417024,0.188369,0.0162,0.007,-0.0016,0.008219,0.020054,0.053904
0.0001,0.0002,0.013821,0.388952,0.184798,0.016,0.0066,0.0044,0.008017,0.017464,0.006208
0.0284,0.0004,0.013764,0.364481,0.184942,0.0148,0.0065,0.0158,0.009291,0.017255,0.023682
0.0305,0.0005,0.013573,0.355017,0.18265,0.0127,0.0067,-0.0066,0.004811,0.016079,0.024305
-0.0035,0.0005,0.013376,0.346171,0.180453,0.0123,0.0069,-0.001,0.002066,0.014846,0.0306
-0.025,0.0004,0.013102,0.337883,0.188541,0.0133,0.007,0.0056,0.002716,0.015598,-0.046076
0.0051,0.0005,0.013844,0.326108,0.178142,0.0153,0.0067,0.0108,0.008308,0.013368,0.07051
0.021,0.0005,0.013032,0.315261,0.185043,0.0151,0.0066,-0.0116,0.004913,0.01564,-0.007256
-0.011,0.0006,0.013225,0.305236,0.175599,0.0141,0.0065,-0.0019,0.003073,0.012974,0.043485
-0.0189,0.0015,0.012782,0.307865,0.181629,0.0161,0.0065,-0.014718,0.008415,0.01164,-0.052243
-0.0066,0.0033,0.013608,0.310494,0.18827,0.016,0.0072,-0.013414,0.009134,0.008487,-0.029293
-0.0311,0.0044,0.014168,0.313122,0.206653,0.0169,0.0086,0.00592,0.013351,-0.001122,0.037925
-0.031,0.0076,0.013829,0.319616,0.217314,0.0199,0.009,-0.023701,0.005583,-0.005663,-0.087576
0.0018,0.0098,0.015329,0.326235,0.217228,0.0192,0.0099,0.00751,0.011024,-0.003372,0.000374
-0.0088,0.0149,0.015493,0.332985,0.232861,0.0165,0.0103,-0.019203,0.013736,-0.004815,-0.081683
0.0159,0.0223,0.017027,0.338274,0.218187,0.0067,0.0115,0.016432,-0.000118,-0.006121,0.093766
-0.0248,0.0263,0.01571,0.343661,0.227429,0.0027,0.0108,-0.004517,-0.000354,-0.009732,-0.040295
-0.0345,0.0313,0.016515,0.349146,0.249478,0.0039,0.011,-0.018018,0.002151,-0.011292,-0.091495
-0.0139,0.0372,0.018366,0.361228,0.218935,0.0026,0.0116,0.003595,0.004056,-0.015252,0.080248
0.0268,0.0415,0.017146,0.373961,0.207182,-0.0026,0.0117,0.025005,-0.00101,-0.017011,0.054165
-0.0052,0.0425,0.016402,0.387397,0.216199,-0.0063,0.0116,0.000795,-0.00307,-0.021255,-0.058784
0.0251,0.0454,0.017542,0.388071,0.210244,-0.0101,0.011,0.015009,0.007995,-0.020774,0.06381
-0.0234,0.0465,0.016627,0.388739,0.219446,-0.009,0.0103,-0.00841,0.005582,-0.022012,-0.024265
0.0289,0.0469,0.017181,0.389401,0.22006,-0.0103,0.0111,-0.001102,0.003311,-0.022332,0.037479
0.0054,0.0492,0.01664,0.386069,0.214742,-0.0146,0.0106,0.002297,0.005059,-0.02139,0.015015
-0.0116,0.0514,0.01644,0.382809,0.222507,-0.0157,0.011,-0.002875,0.002518,-0.020661,0.005306
-0.0075,0.0516,0.01644,0.37962,0.212811,-0.0141,0.011,0.011626,0.003229,-0.015674,0.066952
-0.0035,0.0525,0.015485,0.378463,0.205917,-0.0135,0.0108,0.006987,0.001908,-0.016677,0.0317
-0.0052,0.053,0.015061,0.37732,0.210885,-0.0113,0.0107,-0.002586,0.004367,-0.016514,-0.015424
-0.0221,0.0532,0.015377,0.376191,0.218528,-0.0094,0.0103,-0.0046,0.002485,-0.017989,-0.047566
-0.0121,0.0534,0.016241,0.372471,0.221534,-0.0054,0.0102,-0.006642,-0.000383,-0.014711,-0.02104
0.0347,0.0527,0.016685,0.368858,0.203676,-0.0077,0.0101,0.025053,-0.002015,-0.020618,0.090804
0.0337,0.0524,0.015391,0.365347,0.19428,-0.0122,0.009,0.009703,-0.000993,-0.017441,0.045298
